companyId;companyName;ticker;price;p_L;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;receitas_Cagr5;liquidezMediaDiaria;vpa;lpa;valorMercado;dy;lucros_Cagr5
303;BR MALLS;BRML3;8,26;12,6187;0,6179;7,2029;0,3729;9,5118;88,97;69,5;39,67;5,0062;8,27;-0,408;0,07;4,9;2,95;6,41;0,2;2,31;0,6;0,39;2,1;0,07384525;-2,54;113095545,0;13,3675;0,6546;6841542281,84;0,649;25,92
317;LOPES BRASIL;LPSB3;1,77;20,5243;1,3269;9,7857;0,6431;7,4764;80,54;13,34;6,36;1,3052;6,2918;-0,8898;0,49;6,46;3,13;4,92;-0,31;-2,31;0,48;0,51;1,58;-0,26620743;8,4;404702,04;1,334;0,0862;261171696,87;4,2698;
626;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVV3;5,09;9,4987;0,8667;11,8282;0,5658;5,8441;34,52;16,6;20,67;1,9632;0,9178;-3,3797;0,29;9,12;5,96;5,24;-0,44;-5,98;0,65;0,3;3,85;-0,1968209;;2836731,3;5,8732;0,5359;1015629851,68;10,1303;
364;GP INVESTMENTS;GPIV33;2,51;-0,2673;0,0763;-0,1813;0,0338;0,9097;100,0;127,34;86,38;;0,1678;-0,0452;-0,15;-28,56;-12,64;-22,78;-0,46;1,09;0,44;0,21;5,0;0,00173126;6,19;80077,85;32,8799;-9,3912;107452505,13;;
788;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;DESK3;9,1;17,1282;0,8623;4,5455;0,3285;7,8455;57,26;27,45;7,29;1,2479;9,6937;-0,4001;0,26;5,03;1,92;9,56;0,63;3,3;0,38;0,61;1,23;0,12746627;;1582313,3;10,5527;0,5313;794133685,8;0,1547;
471;ENERGISA;ENGI11;40,45;7,0308;1,4142;2,7941;0,2764;6,4932;26,61;21,65;8,6;0,6048;5,8354;-0,3731;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-1,91806345;17,81;108795137,11;28,6037;5,7533;16496210108,6;2,8677;72,25
471;ENERGISA;ENGI4;6,82;5,927;1,1922;2,3555;0,233;6,4932;26,61;21,65;8,6;0,5098;4,9193;-0,3146;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-1,61695831;17,81;250728,04;5,7207;1,1507;16496210108,6;3,4018;72,25
471;ENERGISA;ENGI3;13,38;11,6281;2,3389;4,6211;0,4572;6,4932;26,61;21,65;8,6;1,0002;9,6511;-0,6171;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-3,17227305;17,81;226473,81;5,7207;1,1507;16496210108,6;1,7339;72,25
197;WETZEL;MWET3;29,98;2,4109;-2,7511;3,2559;0,2326;5,5749;15,98;6,76;9,13;0,2202;35,4184;-0,436;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,02834837;14,95;2998,0;-10,8975;12,4354;36481533,18;;
197;WETZEL;MWET4;11,6;0,9328;-1,0645;1,2598;0,09;5,5749;15,98;6,76;9,13;0,0852;13,7043;-0,1687;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,01096868;14,95;27624,72;-10,8975;12,4354;36481533,18;;
392;FIBAM;FBMC4;1,96;-0,0926;-0,0224;-0,1019;0,0339;-0,739;-60,76;-92,67;-101,97;0,0945;-0,0437;-0,0518;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,00166191;-18,14;;-87,4753;-21,16;904253,84;;
392;FIBAM;FBMC3;0,0;0,0;0,0;0,0;0,0;-0,739;-60,76;-92,67;-101,97;0,0;0,0;0,0;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,0;-18,14;;-87,4753;-21,16;904253,84;;
427;INSTITUTO HERMES PARDINI;PARD3;20,0;15,2986;2,7361;8,5069;1,0966;9,0838;27,49;14,88;8,28;1,2661;313,2335;-1,5731;0,87;17,88;7,17;19,57;0,19;0,58;0,4;0,6;1,01;-0,72770516;17,16;7946754,78;7,3098;1,3073;2619571900,0;3,1913;10,74
377;SUZANO HOLDING;NEMO6;0,0;0,0;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;32,9;;40,2763;28,8911;0,0;;55,92
377;SUZANO HOLDING;NEMO5;52,97;1,8334;1,3152;0,4656;0,081;2,5356;49,46;41,91;10,64;0,1952;0,3808;-0,1127;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,03672208;32,9;;40,2763;28,8911;0,0;2,3085;55,92
377;SUZANO HOLDING;NEMO3;0,0;0,0;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;32,9;;40,2763;28,8911;0,0;;55,92
419;PROFARMA;PFRM3;3,5;4,9633;0,3596;1,931;0,1037;4,4907;14,61;3,02;1,17;0,0583;0,497;-0,3177;1,78;7,24;2,09;9,16;0,48;2,56;0,29;0,64;1,45;-0,62367541;9,44;624081,04;9,7341;0,7052;433344705,5;4,9519;
418;OURO FINO SAÚDE ANIMAL;OFSA3;26,5;11,713;2,1036;9,2463;1,105;10,7454;49,5;15,64;12,34;1,446;2,4794;-2,9698;0,76;17,96;9,43;13,09;0,34;1,5;0,53;0,47;3,45;0,89158321;14,66;295006,93;12,5973;2,2625;1429648659,0;2,552;
163;AZEVEDO E TRAVASSOS;AZEV3;1,89;12,6044;1,1703;-14,631;0,2942;-17,2615;5,05;-3,09;3,59;0,4521;-4,5379;-0,436;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,1411996;-8,87;298019,26;1,615;0,1499;141313417,74;;
163;AZEVEDO E TRAVASSOS;AZEV4;1,8;12,0042;1,1145;-13,9343;0,2802;-17,2615;5,05;-3,09;3,59;0,4305;-4,3218;-0,4152;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,13447581;-8,87;749350,3;1,615;0,1499;141313417,74;;
169;PORTOBELLO;PTBL3;7,43;5,2671;2,3109;3,0413;0,4719;4,6105;44,43;15,57;8,99;0,4735;4,4024;-0,8778;1,0;43,87;8,96;23,57;1,19;1,57;0,2;0,8;1,3;3,68718074;13,47;6297254,96;3,2152;1,4106;1047532562,98;4,4801;147,88
205;FERROVIA CENTRO-ATLÂNTICA;VSPT3;4,99;-1,3094;0,1715;-2,1147;0,0846;-3,1649;-2,93;-11,47;-18,52;0,2425;-2,1135;-0,093;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;-0,01411418;11,6;;29,0933;-3,811;712610842,16;;
205;FERROVIA CENTRO-ATLÂNTICA;VSPT4;0,0;0,0;0,0;0,0;0,0;-3,1649;-2,93;-11,47;-18,52;0,0;0,0;0,0;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;0,0;11,6;;29,0933;-3,811;712610842,16;;
172;FLEX RELACIONAMENTOS INTELIGENTES;FLEX3;0,0;0,0;0,0;0,0;0,0;-1,309;24,43;-19,92;-42,5;0,0;0,0;0,0;1,17;-425,18;-49,92;-122,57;;-1,31;-0,12;1,12;0,77;0,0;1,44;;-14,2489;-60,584;0,0;;
192;MARCOPOLO;POMO3;2,54;9,2611;0,7898;15,7162;0,3278;27,1824;12,71;3,25;5,51;0,5105;1,6415;-0,7318;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,22853274;6,33;642135,26;3,2162;0,2743;2719846832,04;5,5906;3,43
192;MARCOPOLO;POMO4;3,06;11,1571;0,9514;18,9337;0,3949;27,1824;12,71;3,25;5,51;0,6151;1,9776;-0,8816;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,27531898;6,33;11918219,22;3,2162;0,2743;2719846832,04;4,6405;3,43
243;TRISUL;TRIS3;3,4;11,0302;0,5074;6,2712;0,2753;10,7566;31,52;13,91;7,91;0,8726;0,5928;-0,7295;0,32;4,6;2,5;4,07;0,36;4,49;0,54;0,43;3,93;-0,17277461;20,68;3094586,52;6,7004;0,3082;634499629,2;6,4601;85,86
245;LOCAMERICA;LCAM3;24,15;19,1171;2,4201;4,6615;0,6523;7,8043;39,75;27,63;6,74;1,2879;20,4597;-0,8299;0,51;12,66;3,41;12,37;1,63;3,14;0,27;0,73;1,18;-2,18866949;53,89;166957437,09;9,979;1,2633;12285815275,65;5,1473;85,95
189;WEG;WEGE3;37,67;40,657;11,7872;34,1414;6,1089;34,0942;28,42;16,27;13,66;5,5546;22,0937;-19,0144;1,1;28,99;15,03;23,19;-0,02;-0,05;0,52;0,47;1,69;3,22962397;20,26;267856290,67;3,1958;0,9265;158112968984,66;1,3689;28,32
255;SOMOS EDUCAÇÃO;SEDU3;23,8;-13,3591;15,0015;-21,887;1,5308;-27,9389;48,36;-15,73;-25,77;3,4431;57,8952;-2,2677;0,44;-112,29;-11,46;-13,15;4,15;-6,05;0,1;0,9;1,09;0,01146574;12,49;;1,5865;-1,7816;6238667820,0;;
240;RNI NEGÓCIOS IMOBILIÁRIOS;RDNI3;5,99;15,2121;0,4104;6,8326;0,121;21,0671;24,18;5,81;2,61;0,3967;1,2392;-0,1797;0,31;2,7;0,8;1,62;0,86;14,23;0,29;0,69;1,43;-1,43984802;4,17;118579,3;14,5952;0,3938;262181149,92;0,9544;
237;JOÃO FORTES ENGENHARIA;JFEN3;0,65;-0,4376;-0,1145;-0,5007;0,058;-4,7172;-289,44;-801,66;-917,09;4,0135;-0,4198;-0,3606;0,01;-26,15;-13,26;150,41;;-4,22;-0,51;1,59;0,86;0,03576463;-55,23;68431,15;-5,6792;-1,4853;68382479,75;;
225;LOJAS MARISA;AMAR3;1,13;-1,4956;0,3978;-12,8807;0,1081;-63,726;43,55;-1,08;-9,3;0,1391;0,8958;-0,1998;0,78;-26,59;-7,23;-3,01;1,57;-50,85;0,27;0,73;1,36;0,00778313;-2,41;10498531,3;2,8409;-0,7555;387412490,56;;
216;VIA S.A;VIIA3;2,1;-22,378;0,6098;2,7136;0,0986;9,2488;30,44;4,1;-0,5;0,1112;-0,9514;-0,1783;0,89;-2,72;-0,44;3,93;1,47;6,54;0,16;0,84;0,81;0,01398627;9,29;219789996,78;3,444;-0,0938;3356705706,9;;
239;PDG REALTY;PDGR3;0,12;0,0615;-0,0079;-0,1418;0,0319;-4,2901;16,08;-159,1;366,8;0,2256;-0,0162;-0,1522;0,14;-12,91;51,89;12,36;;-4,15;-4,02;5,07;0,29;-0,00024124;11,86;3627552,93;-15,1077;1,9509;38662372,44;;
298;ATACADÃO;CRFB3;15,0;13,5428;1,5782;6,2472;0,3855;9,8408;18,76;5,32;2,46;0,3325;-15,8966;-0,6734;1,16;11,65;2,85;10,2;0,91;3,59;0,24;0,74;0,95;-0,56650266;10,34;89577805,93;9,5045;1,1076;31554679050,0;2,3083;14,69
495;EDP Brasil;ENBR3;19,94;5,2027;0,9837;2,5813;0,3112;4,9479;27,89;24,96;12,38;0,6443;3,4806;-0,4304;0,48;18,91;5,98;13,67;0,9;2,37;0,32;0,65;1,48;0,6040658;15,05;72821663,37;20,2714;3,8326;11588435443,92;12,8138;27,29
565;MAESTRO LOCADORA DE VEICULOS S.A.;MSRO3;702,5;2121,1863;277,5029;434,1975;70,0083;437,8335;61,25;41,32;8,46;179,4036;-503,3304;-85,8118;0,39;13,08;3,3;15,23;2,32;3,64;0,25;0,75;0,57;70,51453562;9,2;;2,5315;0,3312;18271898550,0;;-7,65
361;PORTO SEGURO;PSSA3;25,5;14,8268;1,7522;38,7614;0,359;16,6437;100,0;1,63;4,27;0,6333;6,0584;-0,9951;0,57;11,82;2,42;2,89;-1,0;-22,12;0,2;0,8;1,1;-0,68590694;5,64;42171141,78;14,5533;1,7199;16487944530,0;4,5434;3,96
344;BANCO ITAU UNIBANCO;ITUB3;21,23;7,0077;1,1737;5,5456;0,0896;5,9742;40,78;13,25;10,48;0,7345;;-0,091;0,12;16,75;1,28;;;;0,08;0,92;;0,63740731;13,63;15846536,07;18,0886;3,0295;224229998801,52;4,7958;5,07
344;BANCO ITAU UNIBANCO;ITUB4;24,55;8,1035;1,3572;6,4128;0,1036;5,9742;40,78;13,25;10,48;0,8494;;-0,1052;0,12;16,75;1,28;;;;0,08;0,92;;0,73708664;13,63;840363250,96;18,0886;3,0295;224229998801,52;4,1472;5,07
658;ALPHAVILLE S.A.;AVLL3;10,1;-0,5239;-1,2332;-1,0909;0,129;-5,2412;10,42;-84,66;-176,29;0,9235;-0,2968;-0,2015;0,14;-235,4;-24,62;-27,54;;-4,15;-0,1;1,1;0,45;0,03370136;;18539,0;-8,1898;-19,2791;226399519,4;;
347;MERCANTIL DO BRASIL FINANCEIRA;MERC3;15,11;38,8481;1,0827;-101,9599;0,8712;-80,2201;78,31;-5,19;13,62;5,2928;54,8541;-0,8852;0,16;2,79;2,24;;;;0,8;0,2;;0,2603769;-28,34;3369,8;13,9554;0,389;214107576,65;;61,63
347;MERCANTIL DO BRASIL FINANCEIRA;MERC4;7,7;19,7969;0,5518;-51,9584;0,444;-80,2201;78,31;-5,19;13,62;2,6972;27,9534;-0,4511;0,16;2,79;2,24;;;;0,8;0,2;;0,1326871;-28,34;7195,13;13,9554;0,389;214107576,65;5,9238;61,63
469;EMAE - EMPRESA METROP.AGUAS ENERGIA;EMAE3;25,35;8,9931;1,0102;77,5788;0,4958;83,6484;30,21;2,26;19,48;1,7519;1,8478;-0,7378;0,28;11,23;5,51;-0,76;-0,42;-32,3;0,49;0,51;5,49;-0,15492357;20,69;;25,0932;2,8188;1399903482,02;3,1605;13,63
469;EMAE - EMPRESA METROP.AGUAS ENERGIA;EMAE4;46,18;16,3828;1,8403;141,325;0,9032;83,6484;30,21;2,26;19,48;3,1915;3,3662;-1,344;0,28;11,23;5,51;-0,76;-0,42;-32,3;0,49;0,51;5,49;-0,28222368;20,69;337075,63;25,0932;2,8188;1399903482,02;1,9084;13,63
360;IRB;IRBR3;22,35;-1,9103;0,4477;-0,7789;0,0798;-0,7789;-26,65;-32,94;-13,43;0,2566;-0,5473;-0,2013;0,31;-23,44;-4,18;;;;0,18;0,82;0,81;-0,58589125;13,98;75482226,56;49,9231;-11,6996;1838578318,2;;
564;INTER CONSTRUTORA E INCORPORADORA S.A.;INNT3;0,0;0,0;0,0;0,0;0,0;2,2913;24,1;15,66;11,69;0,0;0,0;0,0;0,52;49,11;6,09;18,53;1,51;2,29;0,12;0,88;1,29;0,0;38,73;;1,3794;0,6774;0,0;;36,17
444;AES TIETE;TIET3;3,49;6,0903;3,1332;4,8776;0,6379;7,1488;74,66;61,76;49,46;3,0122;1435,3687;-0,7177;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,02697135;-5,19;;1,1139;0,573;5004795800,93;;23,78
444;AES TIETE;TIET4;3,51;6,1252;3,1512;4,9056;0,6416;7,1488;74,66;61,76;49,46;3,0295;1443,5943;-0,7218;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,02712591;-5,19;;1,1139;0,573;5004795800,93;;23,78
444;AES TIETE;TIET11;12,54;4,3767;2,2516;3,5052;0,4584;7,1488;74,66;61,76;49,46;2,1646;1031,4913;-0,5158;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,01938228;-5,19;;5,5693;2,8652;5004795800,93;;23,78
352;FUTURETEL;FTRT3B;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0;0,0;0,0;-0,95;-0,9;-2,42;0,0;0,0;0,95;0,05;0,0;0,0;;;0,0134;-0,0001;0,0;;
319;EMBPAR PARTICIPACOES S.A.;EPAR3;9,3;2,2921;1,7672;1,8581;0,5574;2,2375;19,65;6,57;5,32;0,122;1,9673;-2,2176;4,57;77,1;24,32;48,04;0,36;0,38;0,32;0,68;1,61;0,16236312;44,52;17175,88;5,2627;4,0574;138203282,4;21,7072;93,88
319;EMBPAR PARTICIPACOES S.A.;BTTL4;11091,73;2733,6707;2107,6312;2216,1043;664,8438;2,2375;19,65;6,57;5,32;145,5617;2346,3595;-2644,8454;4,57;77,1;24,32;48,04;0,36;0,38;0,32;0,68;1,61;193,6438641;44,52;;5,2627;4,0574;138203282,4;;93,88
430;QUALICORP;QUAL3;5,43;6,9079;1,0657;2,8555;0,3288;5,716;79,88;26,74;11,05;0,7635;2,3353;-0,4701;0,43;15,43;4,76;11,29;1,07;2,86;0,31;0,69;1,88;-0,1670188;1,31;36350968,41;5,0953;0,7861;1542197784,75;4,7041;-11,22
274;NADIR FIGUEIREDO;NAFG4;19,02;3,4862;0,8163;1,9748;0,3406;5,0578;41,15;16,49;9,34;0,3256;0,9444;-0,8487;1,05;23,42;9,77;15,89;0,48;1,17;0,42;0,58;2,52;-0,3364418;7,87;;23,3;5,4558;508315292,42;;35,19
274;NADIR FIGUEIREDO;NAFG3;64,37;11,7984;2,7627;6,6834;1,1528;5,0578;41,15;16,49;9,34;1,1019;3,196;-2,8724;1,05;23,42;9,77;15,89;0,48;1,17;0,42;0,58;2,52;-1,13863086;7,87;;23,3;5,4558;508315292,42;;35,19
394;PANATLANTICA;PATI4;51,99;16,6196;1,3968;9,4319;0,618;8,9934;8,88;5,3;3,01;0,5001;1,0883;-4,2926;1,24;8,4;3,72;5,79;0,14;0,97;0,44;0,56;2,97;-0,21471089;31,3;5199,0;37,2216;3,1282;1058925562,84;5,5994;38,31
394;PANATLANTICA;PATI3;43,9;14,0335;1,1794;7,9643;0,5218;8,9934;8,88;5,3;3,01;0,4223;0,9189;-3,6246;1,24;8,4;3,72;5,79;0,14;0,97;0,44;0,56;2,97;-0,18130041;31,3;9742,38;37,2216;3,1282;1058925562,84;6,6313;38,31
555;BRB BCO DE BRASILIA S.A.;BSLI3;15,19;12,9463;2,5868;21,5146;0,1417;20,8064;27,43;5,18;8,61;1,114;-0,5244;-0,158;0,13;19,98;1,09;;;;0,05;0,95;0,28;-0,81022044;5,49;13853,08;5,8722;1,1733;5333125335,0;2,4584;16,26
555;BRB BCO DE BRASILIA S.A.;BSLI4;13,0;11,0798;2,2138;18,4128;0,1213;20,8064;27,43;5,18;8,61;0,9534;-0,4488;-0,1352;0,13;19,98;1,09;;;;0,05;0,95;0,28;-0,69340788;5,49;8628,95;5,8722;1,1733;5333125335,0;3,1599;16,26
351;CEMEPE;MAPT3;37,0;-191,0063;-5,6113;-208,5835;43,9833;-132,2501;;;;;-5666,5192;-43,9833;0,0;-2,94;-23,03;2,69;;0,0;-7,84;8,84;0,0;-54,75512903;;;-6,5938;-0,1937;21556767,4;;
351;CEMEPE;MAPT4;10,21;-52,7074;-1,5484;-57,5578;12,137;-132,2501;;;;;-1563,653;-12,137;0,0;-2,94;-23,03;2,69;;0,0;-7,84;8,84;0,0;-15,10945587;;2041,0;-6,5938;-0,1937;21556767,4;;
349;ATOM EMPREENDIMENTOS;ATOM3;2,19;5,0341;2,0341;5,3801;1,4526;3,2502;98,36;27,66;29,56;1,4882;1,5676;-67,1813;0,98;40,41;28,86;35,14;-0,81;-2,13;0,71;0,29;18,91;0,14303005;;19504,59;1,0766;0,435;52132726,62;3,1498;
277;TEC TOY;TOYB4;2,5;-47,9642;-5,4259;-49,1242;4,4046;-47,6217;24,06;-10,7;-10,96;5,2563;-6,4687;-12,9765;0,84;-11,31;-9,18;11,93;;-0,63;-0,81;1,81;0,49;0,51539536;-33,11;;-0,4608;-0,0521;71890222,22;;
277;TEC TOY;TOYB3;2,29;-43,9352;-4,9702;-44,9977;4,0346;-47,6217;24,06;-10,7;-10,96;4,8148;-5,9253;-11,8865;0,84;-11,31;-9,18;11,93;;-0,63;-0,81;1,81;0,49;0,47210215;-33,11;;-0,4608;-0,0521;71890222,22;;
343;BANCO SANTANDER;SANB11;27,6;8,3731;1,2625;8,0288;0,0974;8,0288;20,14;14,46;13,87;1,161;-0,1319;-0,1106;0,08;15,08;1,16;;;;0,08;0,92;0,14;-0,47462561;4,53;65608766,7;21,8618;3,2963;103479728503,8;9,5383;6,73
343;BANCO SANTANDER;SANB3;12,82;7,7785;1,1728;7,4586;0,0905;8,0288;20,14;14,46;13,87;1,0786;-0,1225;-0,1028;0,08;15,08;1,16;;;;0,08;0,92;0,14;-0,44092031;4,53;3044723,7;10,9309;1,6481;103479728503,8;9,7786;6,73
343;BANCO SANTANDER;SANB4;14,79;8,9738;1,353;8,6048;0,1044;8,0288;20,14;14,46;13,87;1,2443;-0,1413;-0,1186;0,08;15,08;1,16;;;;0,08;0,92;0,14;-0,50867484;4,53;3399997,41;10,9309;1,6481;103479728503,8;9,3237;6,73
403;COSAN;CSAN3;16,01;20,5455;1,9175;4,8783;0,3125;9,9619;23,12;17,22;4,09;0,8398;2,6394;-0,4178;0,37;9,33;1,52;6,87;2,0;5,08;0,16;0,68;1,89;-0,28035933;26,99;166479580,33;8,3494;0,7792;30003875621,32;2,674;7,11
566;NORTEC QUÍMICA S.A.;NRTQ3;0,0;0,0;0,0;0,0;0,0;0,0486;25,92;12,32;13,69;0,0;0,0;0,0;0,86;16,49;11,82;11,58;0,01;0,05;0,72;0,28;4,26;0,0;13,67;;17,0746;2,8148;0,0;;16,56
354;LONGDIS;SPRT3B;76,4;-246,6709;-93,0203;-283,2268;32019,681;-283,2268;;;;;-92,7532;-32307,2412;0,0;-37,71;-12980,73;32,84;;0,0;-344,22;345,22;0,0;-2,63199165;;;-0,8213;-0,3097;370531748,8;;
475;LIGHT;LIGT3;2,66;-9,3785;0,1149;0,627;0,0357;5,355;18,66;10,91;-0,73;0,0684;0,4778;-0,0512;0,52;-1,22;-0,38;7,91;0,87;4,73;0,31;0,69;1,33;0,08232867;9,08;27492878,74;23,1606;-0,2836;990997161,84;9,5371;
522;CEA MODAS;CEAB3;2,61;-13,9644;0,2888;6,0616;0,0892;14,6913;49,14;2,18;-0,94;0,132;0,977;-0,1625;0,68;-2,07;-0,64;0,52;0,41;8,63;0,31;0,69;1,25;0,11608812;1,51;17960744,56;9,0378;-0,1869;804519627,48;;
484;GRENDENE;GRND3;6,32;9,5661;1,3355;19,9543;1,2074;16,3658;40,49;11,25;23,48;2,2458;2,2428;-3,204;0,54;13,96;12,62;5,93;-0,24;-3,59;0,9;0,1;7,35;-0,77959068;2,75;8649900,93;4,7324;0,6607;5701651200,0;4,8353;-1,24
569;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMFT3;15,75;-33,4866;2,226;157,0773;0,8314;163,2667;26,56;2,24;-10,51;3,519;5,3149;-1,1774;0,24;-6,65;-2,48;0,77;0,09;6,19;0,37;0,62;2,14;0,59787433;21,63;17171333,89;7,0755;-0,4703;9233316051,75;;
576;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;MTRE3;4,16;12,0687;0,4463;10,7783;0,273;9,0738;31,05;6,14;5,48;0,6613;0,485;-1,3686;0,41;3,7;2,26;2,24;-0,07;-1,7;0,61;0,38;3,37;3,78715757;57,62;3225505,63;9,3206;0,3447;440023251,2;7,8713;141,81
478;RENOVA;RNEW11;6,15;2,7342;-0,8368;1,0081;0,2573;2,7365;30,94;294,0;108,4;2,9638;-11,7155;-0,3029;0,09;-30,6;9,41;133,4;;1,73;-0,31;1,31;0,87;0,0444731;-27,95;33759,26;-7,3498;2,2493;511442109,8;;
478;RENOVA;RNEW3;2,0;2,6675;-0,8163;0,9835;0,251;2,7365;30,94;294,0;108,4;2,8915;-11,4298;-0,2955;0,09;-30,6;9,41;133,4;;1,73;-0,31;1,31;0,87;0,04338839;-27,95;67580,37;-2,4499;0,7498;511442109,8;;
478;RENOVA;RNEW4;2,0;2,6675;-0,8163;0,9835;0,251;2,7365;30,94;294,0;108,4;2,8915;-11,4298;-0,2955;0,09;-30,6;9,41;133,4;;1,73;-0,31;1,31;0,87;0,04338839;-27,95;111375,56;-2,4499;0,7498;511442109,8;;
410;REFINARIA DE PETROLEOS MANGUINHOS;RPMG3;1,61;-0,1197;-0,0283;-0,1229;0,0216;-0,3729;-11,88;-18,63;-19,13;0,0229;-0,0307;-0,3395;0,94;-23,61;-18,05;24,39;;-0,25;-0,76;1,77;0,57;-0,00044331;25,45;22961,78;-56,9529;-13,4468;108983522,69;;
556;BRQ SOLUCOES EM INFORMATICA S.A.;BRQB3;0,0;0,0;0,0;0,0;0,0;-0,7558;36,81;16,43;10,41;0,0;0,0;0,0;1,9;44,07;19,83;35,2;-0,53;-0,76;0,45;0,54;2,13;0,0;12,3;;1,2945;0,5705;0,0;;
588;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;ALPK3;1,66;-2,1453;0,7746;5,1577;0,1365;23,6052;29,84;6,4;-15,39;0,3302;-0,9411;-0,1538;0,41;-36,11;-6,36;3,53;2,77;18,45;0,18;0,82;0,44;0,16881258;;764582,89;2,1429;-0,7738;355948028,18;;
476;OMEGA GERAÇÃO;OMGE3;27,57;11,4761;1,3548;4,2963;0,4405;8,0448;30,38;56,77;21,25;2,4392;10,8515;-0,5307;0,18;11,81;3,84;11,17;1,18;3,75;0,33;0,67;1,31;-0,03026864;55,45;;20,3491;2,4024;5521562588,85;;118,18
289;JOSAPAR;JOPA3;21,6;7,11;0,4059;1,9403;0,0982;7,4106;21,51;5,41;1,48;0,1051;0,2483;-0,3593;0,93;5,71;1,38;5,16;1,14;5,45;0,24;0,68;2,19;0,07507842;11,31;17017,92;53,2161;3,038;230654612,0;3,8285;0,93
289;JOSAPAR;JOPA4;37,4;12,3108;0,7028;3,3597;0,17;7,4106;21,51;5,41;1,48;0,1819;0,4299;-0,622;0,93;5,71;1,38;5,16;1,14;5,45;0,24;0,68;2,19;0,12999689;11,31;7495,0;53,2161;3,038;230654612,0;2,4323;0,93
381;BRADESPAR;BRAP3;26,33;1,7426;1,3213;1,7547;1,3056;1,7649;;;;;12,9792;-1,4708;0,0;75,82;74,92;74,47;-0,11;-0,14;0,99;0,01;9,56;0,19155769;;1783613,44;19,9279;15,1096;11253311501,78;11,2957;56,67
381;BRADESPAR;BRAP4;29,87;1,9769;1,4989;1,9906;1,4811;1,7649;;;;;14,7242;-1,6685;0,0;75,82;74,92;74,47;-0,11;-0,14;0,99;0,01;9,56;0,21731213;;70826935,89;19,9279;15,1096;11253311501,78;10,9527;56,67
426;HAPVIDA;HAPV3;4,65;-127,5035;0,676;331,7004;0,4572;396,0512;25,21;0,5;-1,31;1,674;73,4406;-0,5121;0,27;-0,53;-0,36;-0,56;0,13;64,35;0,68;0,32;1,06;0,76389353;26,62;291368328,96;6,8791;-0,0365;33220789204,95;;
378;SUZANO S.A.;SUZB3;46,06;3,4383;2,2432;3,1863;0,4875;6,1435;49,45;41,93;38,86;1,336;2,6892;-0,6786;0,36;65,24;14,18;15,82;2,08;2,96;0,22;0,78;2,81;0,07003793;32,9;296524475,48;20,5336;13,3962;62699800679,04;5,1836;60,88
452;CELGPAR;GPAR3;45,0;4,1296;2,9975;3,0727;2,7309;2,4182;82,93;608,39;452,68;18,6938;5,0563;-7,0001;0,15;72,59;66,13;62,8;-0,64;-0,65;0,91;0,09;8,74;0,01015018;-9,31;7500,0;15,0127;10,897;3506779440,0;33,6726;-10,07
321;BLUE TECH SOLUTIONS;BLUT3;5,14;-5,626;0,4586;-6,1685;0,1382;-4,9065;;;;;-1,0794;-0,1382;0,0;-8,15;-2,46;-6,65;0,12;-1,59;0,3;0,7;0,0;0,20053109;;254063,54;11,2089;-0,9136;14115600,06;;
