TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ACGLO;24,00;5,68;4,57;0,64;0,17;31,81;20,07;18,04;4,11;13,28;1,12;0,17;0,82;;-0,17;;13,98;3,83;10,88;0,27;0,73;0,21;11,31;21,12;;37,56;5,25;;26.442.004.600,00
ACGLP;24,99;;4,76;0,67;0,18;31,81;20,07;18,04;4,28;13,28;1,12;0,17;0,86;;-0,18;;13,98;3,83;10,88;0,27;0,73;0,21;11,31;21,12;;37,56;5,25;;26.442.004.600,00
ACH;9,04;1,31;10,73;0,52;0,20;11,12;7,84;2,57;3,52;8,47;4,95;0,74;0,28;9,95;-0,28;1,08;4,88;1,86;7,76;0,38;0,62;0,73;27,84;;;17,28;0,84;;6.195.995.208,00
ACHC;69,37;;22,94;2,25;1,27;96,20;16,84;10,32;14,05;17,04;2,99;0,48;2,37;39,99;-1,42;1,42;9,80;5,52;8,42;0,56;0,42;0,53;-1,65;6,45;;30,85;3,02;;6.384.447.139,00
ACHV;6,28;;-2,59;255,75;5,45;;;;-2,71;-2,71;0,00;-0,07;;-54,55;-44,02;0,90;-9.880,14;-210,45;-246,74;0,02;0,98;0,00;;;;0,02;-2,43;;113.296.224,00
ACI;20,08;36,50;7,23;7,16;0,44;28,12;3,21;2,07;4,66;8,08;3,42;5,25;0,15;-5,34;-0,58;0,74;98,91;6,09;19,21;0,06;0,94;2,94;5,32;100,85;;2,81;2,78;;11.524.970.216,00
ACIA;114,99;;71,00;7,39;5,88;48,37;11,97;12,55;74,48;67,54;-6,95;-0,69;8,91;9,83;-25,15;4,56;10,41;8,28;9,43;0,80;0,20;0,66;26,01;80,21;;15,56;1,62;;4.884.783.364,29
ACIU;2,07;;-2,40;0,88;0,81;100,00;-931,75;-936,40;-2,41;-0,39;2,03;-0,74;22,49;1,25;-2,89;10,85;-36,64;-33,88;-36,46;0,92;0,08;0,04;-27,19;;;2,35;-0,86;;173.094.228,00
ACIW;23,58;;27,06;2,19;0,85;48,99;14,58;6,80;12,61;17,25;4,64;0,80;1,84;10,09;-1,24;1,36;8,08;3,14;6,92;0,39;0,61;0,46;6,78;94,29;;10,78;0,87;;2.554.239.834,00
ACLS;160,96;;27,83;7,50;4,88;42,87;22,39;19,49;24,23;22,39;-1,83;-0,57;5,43;7,90;-36,22;3,49;26,95;17,52;26,01;0,65;0,35;0,90;17,51;7,60;;21,46;5,78;;5.265.178.656,00
ACM;77,05;0,86;28,78;4,13;0,94;6,51;5,50;2,75;14,39;15,91;1,53;0,44;0,79;21,34;-2,00;1,09;14,34;3,27;12,49;0,23;0,77;1,19;-6,30;-1,76;;18,66;2,68;;10.709.857.540,00
ACMR;10,71;;12,29;0,93;0,49;48,45;22,04;12,40;6,91;4,87;-2,04;-0,27;1,52;1,18;-2,01;2,21;7,54;3,98;8,90;0,53;0,47;0,32;60,50;;;11,56;0,87;;641.255.895,00
ACN;303,67;1,79;27,63;8,07;4,02;32,12;14,78;10,99;20,55;19,89;-0,66;-0,26;3,04;40,70;-7,19;1,29;29,20;14,54;29,82;0,50;0,49;1,32;11,23;14,83;;37,63;10,99;;191.777.413.541,00
ACNB;30,70;3,52;6,85;1,02;0,11;0,00;42,76;33,14;5,31;-7,95;-13,26;-2,55;2,27;;-0,11;;14,92;1,58;13,73;0,11;0,89;0,05;10,55;29,58;;30,02;4,48;;261.665.310,00
ACND;9,52;;-10.948,00;98,53;1,19;;;;-1.831,45;-1.828,87;2,58;-0,14;;862,80;-1,19;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.U;10,32;;-11.868,00;106,81;1,29;;;;-1.985,35;-1.828,87;2,58;-0,14;;935,31;-1,29;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.WS;1,45;;-1.667,50;15,01;0,18;;;;-278,95;-1.828,87;2,58;-0,14;;131,41;-0,18;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACOR;0,59;;-0,22;0,15;0,04;74,42;-4,26;-55,59;-2,85;-27,14;-24,29;1,31;0,12;0,33;-0,05;2,16;-70,41;-16,66;-13,70;0,24;0,76;0,30;-27,41;;;3,85;-2,71;;14.359.243,00
ACRS;8,29;;-6,09;3,31;2,55;88,08;-312,32;-312,32;-6,09;-4,31;1,77;-0,97;19,01;3,53;-12,92;10,10;-54,45;-41,91;-54,45;0,77;0,23;0,13;77,62;;;2,50;-1,36;;585.932.226,00
ACRX;1,11;;0,25;0,56;0,26;-46,30;2.762,34;2.696,50;0,25;-0,06;-0,31;-0,69;6,85;1,12;-0,53;1,78;218,92;100,56;177,35;0,46;0,54;0,04;-26,03;;;2,00;4,37;;12.125.973,00
ACST;0,54;;-1,40;0,25;0,21;;;;-1,30;0,39;1,68;-0,32;;0,80;-0,29;9,74;-17,83;-14,77;-19,89;0,83;0,17;0,00;;;;2,17;-0,39;;24.090.912,00
ACTC;18,09;;-9.804,64;125,50;2,24;;;;-9.804,64;-9.773,62;31,02;-0,40;;468,63;-2,26;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCU;20,42;;-11.067,48;141,66;2,53;;;;-11.067,48;-9.773,62;31,02;-0,40;;528,99;-2,55;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCW;6,01;;-3.257,37;41,69;0,74;;;;-3.257,37;-9.773,62;31,02;-0,40;;155,69;-0,75;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTG;3,93;;-5,43;0,67;0,41;36,23;-36,92;-69,98;-10,30;7,09;17,39;-1,13;3,80;0,55;-4,48;5,60;-12,29;-7,61;-5,62;0,62;0,34;0,11;-1,97;;;5,89;-0,72;;230.108.574,00
ADAP;1,11;;-1,61;2,19;0,64;100,00;-156,89;-160,39;-1,65;-0,16;1,48;-1,97;2,58;1,23;-2,47;3,36;-136,10;-39,63;-136,10;0,29;0,71;0,25;-6,42;;;0,51;-0,69;;183.929.553,00
ADBE;415,39;;39,59;13,26;7,12;87,76;35,45;28,00;31,27;30,92;-0,35;-0,15;11,08;181,29;-10,44;1,14;33,49;18,00;27,49;0,54;0,46;0,64;21,94;32,77;;31,33;10,49;;190.539.393.000,00
ADCT;2,27;;-0,98;1,59;0,35;95,67;-245,19;-199,01;-0,79;0,42;1,21;-2,42;1,95;0,52;-1,91;5,76;-162,09;-35,92;-119,48;0,22;0,78;0,18;;;;1,43;-2,32;;183.058.475,00
ADES;1,39;;-4,24;0,27;0,21;21,87;-8,13;-8,66;-4,52;2,87;7,39;-0,44;0,37;0,46;-0,50;4,42;-6,37;-4,92;-5,94;0,77;0,23;0,57;17,82;;;5,14;-0,33;;37.848.310,00
ADI;176,53;1,35;26,03;2,44;1,78;65,62;32,26;27,27;22,01;23,21;1,20;0,13;7,10;32,74;-1,98;2,12;9,39;6,83;8,45;0,73;0,27;0,25;18,02;27,83;;72,22;6,78;;89.298.141.825,00
ADIL;0,26;;-0,58;2,26;1,29;;;;-0,58;-0,27;0,31;-1,22;;2,48;-7,78;2,67;-388,64;-222,08;-388,68;0,57;0,43;0,00;;;;0,11;-0,45;;7.414.316,00
ADILW;0,01;;-0,02;0,09;0,05;;;;-0,02;-0,27;0,31;-1,22;;0,10;-0,30;2,67;-388,64;-222,08;-388,68;0,57;0,43;0,00;;;;0,11;-0,45;;7.414.316,00
ADM;72,73;2,34;8,89;1,59;0,67;7,60;5,70;4,37;6,82;6,97;0,15;0,04;0,39;3,42;-1,62;1,51;17,92;7,58;13,92;0,42;0,57;1,73;10,80;22,16;;45,65;8,18;;39.611.289.004,00
ADMA;4,08;;-19,02;6,23;2,66;26,45;-14,12;-26,22;-35,32;-38,24;-2,92;0,52;4,99;3,99;-11,82;7,19;-32,74;-13,99;-8,86;0,43;0,57;0,53;46,59;;;0,66;-0,21;;906.873.840,00
ADMP;2,07;;-0,19;-6,37;0,47;-30,08;-550,70;-556,63;-0,20;-0,15;0,04;;1,08;-2,42;-3,10;0,81;-3.277,10;-242,24;3.242,45;-0,07;1,06;0,44;-18,31;;;-0,33;-10,65;;5.144.985,00
ADMS;8,22;;-6,00;-17,42;2,61;97,64;-55,47;-71,11;-7,69;-8,63;-0,94;;4,27;4,47;-10,46;4,53;-290,23;-43,55;-45,54;-0,15;1,15;0,61;107,92;;;-0,47;-1,37;;376.369.140,00
ADNT;34,99;;276,13;1,51;0,35;6,35;2,60;0,08;8,65;13,11;4,46;0,78;0,22;5,54;-0,64;1,16;0,55;0,13;5,88;0,23;0,73;1,56;-2,73;;;23,20;0,13;;3.313.612.483,00
ADOC;10,92;;-5,20;-9,28;1,87;;;;-5,22;-5,22;0,00;;;-9,33;-1,87;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-1,18;-2,10;;39.949.728,00
ADOCR;0,12;;-0,06;-0,10;0,02;;;;-0,06;-5,22;0,00;;;-0,10;-0,02;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-1,18;-2,10;;39.949.728,00
ADOCW;0,01;;0,00;-0,01;0,00;;;;0,00;-5,22;0,00;;;-0,01;0,00;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-1,18;-2,10;;39.949.728,00
ADP;212,48;2,16;26,92;23,76;1,47;44,21;24,96;18,46;19,91;20,18;0,26;0,31;4,97;-4.903,93;-10,50;1,00;88,28;5,45;51,39;0,06;0,94;0,29;5,93;10,53;;8,94;7,89;;87.780.332.544,00
ADPT;6,91;;-5,11;2,35;1,26;65,61;-101,72;-105,87;-5,32;-2,97;2,35;-1,04;5,41;2,42;-3,44;5,56;-46,02;-24,66;-44,22;0,54;0,46;0,23;36,96;;;2,94;-1,35;;997.189.010,00
ADSK;198,90;;51,91;37,31;4,53;90,41;19,76;16,44;43,20;43,41;0,21;0,18;8,54;-64,83;-7,01;0,84;71,88;8,72;25,28;0,12;0,88;0,53;19,47;;;5,33;3,83;;42.720.279.030,00
ADT;5,83;2,40;171,79;1,62;0,31;68,37;7,22;0,48;11,51;31,94;20,43;2,88;0,83;-14,37;-0,34;0,81;0,94;0,18;3,53;0,19;0,81;0,37;8,18;-12,81;;3,60;0,03;;5.372.832.971,00
ADTN;9,05;3,98;-20,12;0,87;0,37;30,19;-9,41;-2,96;-6,33;-6,80;-0,47;0,07;0,60;1,97;-0,67;1,69;-4,31;-1,82;-18,15;0,42;0,35;0,62;8,99;;;10,43;-0,45;;711.830.465,00
ADTX;0,59;;-0,14;0,77;0,37;17,77;-2.879,76;-2.960,39;-0,15;-0,05;0,10;-0,53;4,27;3,63;-0,67;1,30;-531,12;-257,57;-516,65;0,48;0,52;0,09;;;;0,77;-4,09;;3.988.459,00
ADUS;88,81;;28,65;2,22;1,55;31,55;7,60;5,15;19,39;19,86;0,47;0,05;1,47;17,02;-1,99;1,68;7,74;5,39;7,89;0,70;0,30;1,05;17,43;30,95;;40,04;3,10;;1.439.103.883,00
ADV;1,91;;-0,43;0,57;0,15;13,30;-35,32;-34,89;-0,42;-1,70;-1,27;1,72;0,15;1,10;-0,20;2,06;-133,17;-34,97;-52,14;0,26;0,74;1,00;;;;3,35;-4,46;;619.137.960,00
ADVM;0,99;;-0,68;0,63;0,36;100,00;-4.044,78;-4.046,78;-0,68;0,44;1,13;-1,04;27,66;0,81;-0,93;3,63;-92,35;-52,87;-92,35;0,57;0,43;0,01;;;;1,57;-1,45;;99.569.151,00
ADVWW;0,09;;-0,02;0,03;0,01;13,30;-35,32;-34,89;-0,02;-1,70;-1,27;1,72;0,01;0,05;-0,01;2,06;-133,17;-34,97;-52,14;0,26;0,74;1,00;;;;3,35;-4,46;;619.137.960,00
ADX;15,83;6,76;135,03;1,52;1,49;100,00;0,00;53,31;;;;0,00;71,99;-412,57;-1,49;0,16;1,13;1,10;;0,98;0,02;0,02;1,51;42,97;;10,41;0,12;;1.757.557.995,71
ADXN;0,72;;-0,47;1,50;0,90;100,00;-1.369,85;-1.394,12;-0,48;-0,07;0,41;-1,28;6,60;1,55;-23,65;2,55;-316,80;-191,02;-311,28;0,60;0,40;0,14;;;;0,48;-1,52;;10.665.216,00
ADXS;1,00;;-0,34;0,20;0,19;100,00;-5.723,60;-5.743,60;-0,34;1,42;1,76;-1,07;19,35;0,21;-28,29;11,18;-60,77;-55,38;-60,77;0,91;0,09;0,01;-53,92;;;4,88;-2,97;;4.838.300,00
AEE;80,77;2,97;19,53;2,00;0,56;41,39;21,86;13,34;11,92;20,65;8,72;1,46;2,61;-30,52;-0,59;0,75;10,24;2,85;6,12;0,28;0,72;0,21;5,21;15,48;;40,39;4,14;;21.210.969.315,00
AEGN;29,99;;-31,39;2,30;1,04;22,94;-0,29;-3,24;-347,72;-393,53;-45,81;0,30;1,02;3,70;-2,20;2,14;-7,34;-3,31;-0,63;0,45;0,55;1,02;-9,54;;;13,02;-0,96;;922.491.320,36
AEHL;1,22;;-0,45;0,92;0,51;-3,79;-9,37;-40,54;-1,96;-2,37;-0,41;0,19;0,18;1,03;-2,42;2,65;-202,26;-111,81;-39,58;0,55;0,45;2,76;-20,06;;;1,33;-2,69;;21.951.094,00
AEHR;32,76;;65,19;13,53;11,00;50,39;22,70;22,61;64,92;61,93;-2,99;-0,62;14,74;13,82;-118,79;8,16;20,75;16,87;20,75;0,81;0,19;0,75;21,88;;;2,42;0,50;;928.359.432,00
AEIS;100,65;0,40;19,49;3,45;1,88;36,64;12,68;10,35;15,91;15,52;-0,39;-0,09;2,02;4,57;-4,73;3,15;17,68;9,65;13,44;0,55;0,45;0,93;22,43;7,69;;29,20;5,16;;3.777.766.905,00
AEL;40,08;0,90;6,55;1,20;0,04;68,89;34,98;24,71;4,63;12,14;7,52;1,95;1,62;;-0,04;;18,30;0,64;5,17;0,03;0,97;0,03;-18,31;47,54;;33,43;6,12;;3.123.887.304,00
AEM;51,00;3,14;45,11;1,56;1,08;53,94;25,79;10,57;18,48;18,86;0,38;0,03;4,77;19,34;-1,21;2,17;3,47;2,40;5,21;0,69;0,31;0,23;20,68;22,72;;32,62;1,13;;25.213.298.400,00
AEMD;0,31;;-0,53;0,41;0,34;100,00;-102.684,62;-102.676,92;-0,53;0,78;1,31;-1,01;547,73;0,45;-2,79;7,46;-77,25;-64,41;-77,26;0,83;0,17;0,00;-5,59;;;0,75;-0,58;;7.120.483,00
AENZ;2,07;;-6,13;0,35;0,11;10,95;6,19;-2,71;2,68;3,94;1,25;0,17;0,17;1,66;-0,20;1,18;-5,77;-1,82;5,97;0,32;0,68;0,67;-4,33;;;5,85;-0,34;;165.183.309,00
AEO;10,74;2,61;16,78;1,31;0,61;34,98;3,86;2,51;10,89;10,06;-0,84;-0,10;0,42;6,34;-0,91;1,43;7,83;3,66;8,67;0,47;0,53;1,46;5,62;-9,33;;8,18;0,64;;2.100.272.514,00
AEP;82,25;3,98;21,28;1,78;0,45;56,50;18,01;10,08;11,91;23,83;11,91;1,78;2,15;-8,78;-0,49;0,62;8,38;2,10;5,28;0,25;0,75;0,21;4,95;1,53;;46,11;3,86;;42.341.551.525,00
AEPPL;52,61;;13,61;1,14;0,29;56,50;18,01;10,08;7,62;23,83;11,91;1,78;1,37;-5,61;-0,31;0,62;8,38;2,10;5,28;0,25;0,75;0,21;4,95;1,53;;46,11;3,86;;42.341.551.525,00
